date,description,expense/income,amount
2024-09-30,Medical,Expense,239.95
2024-05-01,Food,Expense,239.95
2024-08-14,Entertainment,Expense,239.95
2024-07-17,Rent,Expense,239.95
2024-01-05,Medical,Expense,239.95
2024-07-20,Medical,Expense,239.95
2024-05-10,Food,Expense,239.95
2024-06-03,Entertainment,Expense,239.95
2024-02-16,Shopping,Expense,239.95
2024-04-30,Rent,Expense,239.95
2024-06-01,Travel,Expense,239.95
2024-04-17,Travel,Expense,239.95
2024-03-23,Rent,Expense,239.95
2024-08-12,Medical,Expense,239.95
2024-11-19,Rent,Expense,239.95
2024-06-11,Food,Expense,239.95
2024-11-25,Travel,Expense,239.95
2024-07-27,Rent,Expense,239.95
2024-01-18,Food,Expense,239.95
2024-05-20,Shopping,Expense,239.95
2024-02-11,Rent,Expense,239.95
2024-09-08,Rent,Expense,239.95
2024-08-29,Entertainment,Expense,239.95
2024-07-30,Entertainment,Expense,239.95
2024-06-19,Entertainment,Expense,239.95
2024-08-04,Rent,Expense,239.95
2024-02-21,Food,Expense,239.95
2024-03-23,Shopping,Expense,239.95
2024-12-23,Travel,Expense,239.95
2024-05-13,Medical,Expense,239.95
2024-09-16,Shopping,Expense,239.95
2024-02-03,Shopping,Expense,239.95
2024-06-29,Entertainment,Expense,239.95
2024-08-03,Shopping,Expense,239.95
2024-11-04,Shopping,Expense,239.95
2024-10-07,Rent,Expense,239.95
2024-06-16,Entertainment,Expense,239.95
2024-08-20,Travel,Expense,239.95
2024-12-21,Food,Expense,239.95
2024-01-15,Rent,Expense,239.95
2024-01-27,Food,Expense,239.95
2024-11-24,Food,Expense,239.95
2024-11-24,Food,Expense,239.95
2024-04-04,Travel,Expense,239.95
2024-11-18,Shopping,Expense,239.95
2024-08-15,Medical,Expense,239.95
2024-11-24,Entertainment,Expense,239.95
2024-03-10,Medical,Expense,239.95
2024-01-02,Shopping,Expense,239.95
2024-07-24,Shopping,Expense,239.95
2024-04-12,Travel,Expense,239.95
2024-11-17,Medical,Expense,239.95
2024-06-05,Rent,Expense,239.95
2024-06-09,Travel,Expense,239.95
2024-10-21,Medical,Expense,239.95
2024-02-12,Rent,Expense,239.95
2024-02-26,Travel,Expense,239.95
2024-03-21,Medical,Expense,239.95
2024-05-07,Entertainment,Expense,239.95
2024-09-21,Rent,Expense,239.95
2024-12-31,Food,Expense,239.95
2024-11-28,Medical,Expense,239.95
2024-03-07,Rent,Expense,239.95
2024-10-31,Travel,Expense,239.95
2024-12-17,Entertainment,Expense,239.95
2024-07-29,Rent,Expense,239.95
2024-06-12,Entertainment,Expense,239.95
2024-08-19,Travel,Expense,239.95
2024-09-01,Rent,Expense,239.95
2024-03-09,Shopping,Expense,239.95
2024-05-13,Medical,Expense,239.95
2024-03-29,Travel,Expense,239.95
2024-12-17,Rent,Expense,239.95
2024-10-30,Travel,Expense,239.95
2024-06-16,Food,Expense,239.95
2024-05-24,Entertainment,Expense,239.95
2024-04-11,Travel,Expense,239.95
2024-02-13,Medical,Expense,239.95
2024-07-31,Food,Expense,239.95
2024-07-07,Entertainment,Expense,239.95
2024-04-03,Medical,Expense,239.95
2024-07-20,Rent,Expense,239.95
2024-07-12,Entertainment,Expense,239.95
2024-10-19,Shopping,Expense,239.95
2024-04-24,Medical,Expense,239.95
2024-01-11,Travel,Expense,239.95
2024-01-12,Shopping,Expense,239.95
2024-10-12,Travel,Expense,239.95
2024-11-27,Food,Expense,239.95
2024-11-09,Food,Expense,239.95
2024-11-16,Food,Expense,239.95
2024-04-27,Rent,Expense,239.95
2024-02-15,Food,Expense,239.95
2024-08-24,Entertainment,Expense,239.95
2024-04-11,Medical,Expense,239.95
2024-05-14,Travel,Expense,239.95
2024-12-25,Food,Expense,239.95
2024-03-27,Medical,Expense,239.95
2024-01-26,Entertainment,Expense,239.95
2024-07-24,Medical,Expense,239.95
2024-11-12,Food,Expense,239.95
2024-08-07,Medical,Expense,239.95
2024-11-03,Rent,Expense,239.95
2024-05-13,Food,Expense,239.95
2024-03-17,Entertainment,Expense,239.95
2024-02-15,Entertainment,Expense,239.95
2024-07-07,Travel,Expense,239.95
2024-03-28,Rent,Expense,239.95
2024-10-17,Entertainment,Expense,239.95
2024-03-01,Entertainment,Expense,239.95
2024-01-08,Shopping,Expense,239.95
2024-09-26,Travel,Expense,239.95
2024-08-10,Travel,Expense,239.95
2024-08-20,Entertainment,Expense,239.95
2024-12-10,Travel,Expense,239.95
2024-09-10,Shopping,Expense,239.95
2024-03-01,Travel,Expense,239.95
2024-04-24,Medical,Expense,239.95
2024-12-31,Travel,Expense,239.95
2024-04-14,Entertainment,Expense,239.95
2024-04-07,Rent,Expense,239.95
2024-05-16,Shopping,Expense,239.95
2024-05-27,Entertainment,Expense,239.95
2024-09-10,Food,Expense,239.95
2024-07-14,Shopping,Expense,239.95
2024-03-07,Food,Expense,239.95
2024-08-08,Travel,Expense,239.95
2024-04-15,Entertainment,Expense,239.95
2024-11-03,Food,Expense,239.95
2024-04-20,Entertainment,Expense,239.95
2024-05-24,Medical,Expense,239.95
2024-12-12,Food,Expense,239.95
2024-04-06,Food,Expense,239.95
2024-08-02,Rent,Expense,239.95
2024-04-02,Medical,Expense,239.95
2024-07-28,Food,Expense,239.95
2024-03-15,Food,Expense,239.95
2024-01-15,Travel,Expense,239.95
2024-05-28,Shopping,Expense,239.95
2024-05-14,Shopping,Expense,239.95
2024-04-30,Travel,Expense,239.95
2024-11-12,Food,Expense,239.95
2024-08-18,Food,Expense,239.95
2024-05-07,Rent,Expense,239.95
2024-07-08,Shopping,Expense,239.95
2024-10-25,Travel,Expense,239.95
2024-12-16,Rent,Expense,239.95
2024-11-27,Food,Expense,239.95
2024-08-22,Rent,Expense,239.95
2024-02-13,Food,Expense,239.95
2024-01-06,Rent,Expense,239.95
2024-08-28,Food,Expense,239.95
2024-03-09,Rent,Expense,239.95
2024-06-14,Entertainment,Expense,239.95
2024-12-20,Food,Expense,239.95
2024-07-22,Travel,Expense,239.95
2024-12-17,Entertainment,Expense,239.95
2024-04-18,Rent,Expense,239.95
2024-12-31,Rent,Expense,239.95
2024-07-15,Shopping,Expense,239.95
2024-12-28,Entertainment,Expense,239.95
2024-08-04,Rent,Expense,239.95
2024-11-01,Travel,Expense,239.95
2024-05-11,Travel,Expense,239.95
2024-02-07,Shopping,Expense,239.95
2024-02-18,Food,Expense,239.95
2024-10-12,Travel,Expense,239.95
2024-01-31,Entertainment,Expense,239.95
2024-01-27,Medical,Expense,239.95
2024-06-19,Entertainment,Expense,239.95
2024-04-30,Medical,Expense,239.95
2024-08-29,Food,Expense,239.95
2024-06-30,Food,Expense,239.95
2024-11-06,Shopping,Expense,239.95
2024-12-09,Shopping,Expense,239.95
2024-11-02,Rent,Expense,239.95
2024-12-29,Medical,Expense,239.95
2024-01-24,Medical,Expense,239.95
2024-01-03,Medical,Expense,239.95
2024-05-09,Food,Expense,239.95
2024-09-15,Travel,Expense,239.95
2024-11-13,Medical,Expense,239.95
2024-07-14,Entertainment,Expense,239.95
2024-06-03,Shopping,Expense,239.95
2024-07-21,Food,Expense,239.95
2024-12-09,Travel,Expense,239.95
2024-07-08,Medical,Expense,239.95
2024-03-08,Food,Expense,239.95
2024-10-13,Medical,Expense,239.95
2024-01-22,Food,Expense,239.95
2024-10-24,Medical,Expense,239.95
2024-04-01,Medical,Expense,239.95
2024-05-13,Travel,Expense,239.95
2024-03-27,Travel,Expense,239.95
2024-09-14,Shopping,Expense,239.95
2024-09-09,Food,Expense,239.95
2024-06-22,Travel,Expense,239.95
2024-08-27,Food,Expense,239.95
2024-03-08,Shopping,Expense,239.95
2024-02-15,Travel,Expense,239.95
2024-06-11,Travel,Expense,239.95
2024-12-29,Food,Expense,239.95
2024-09-28,Entertainment,Expense,239.95
2024-08-09,Entertainment,Expense,239.95
2024-03-13,Travel,Expense,239.95
2024-05-13,Shopping,Expense,239.95
2024-02-29,Shopping,Expense,239.95
2024-06-09,Rent,Expense,239.95
2024-01-23,Travel,Expense,239.95
2024-03-06,Food,Expense,239.95
2024-09-12,Shopping,Expense,239.95
2024-05-23,Entertainment,Expense,239.95
2024-07-03,Medical,Expense,239.95
2024-08-08,Entertainment,Expense,239.95
2024-05-24,Shopping,Expense,239.95
2024-05-14,Rent,Expense,239.95
2024-11-09,Entertainment,Expense,239.95
2024-05-15,Rent,Expense,239.95
2024-09-21,Rent,Expense,239.95
2024-06-09,Medical,Expense,239.95
2024-08-11,Rent,Expense,239.95
2024-03-25,Travel,Expense,239.95
2024-06-10,Shopping,Expense,239.95
2024-09-08,Travel,Expense,239.95
2024-03-18,Travel,Expense,239.95
2024-10-11,Entertainment,Expense,239.95
2024-12-02,Entertainment,Expense,239.95
2024-11-21,Shopping,Expense,239.95
2024-08-13,Rent,Expense,239.95
2024-01-28,Food,Expense,239.95
2024-04-06,Medical,Expense,239.95
2024-03-17,Medical,Expense,239.95
2024-01-28,Shopping,Expense,239.95
2024-04-27,Travel,Expense,239.95
2024-04-03,Travel,Expense,239.95
2024-01-19,Entertainment,Expense,239.95
2024-08-28,Rent,Expense,239.95
2024-05-13,Rent,Expense,239.95
2024-03-24,Rent,Expense,239.95
2024-12-27,Rent,Expense,239.95
2024-08-27,Medical,Expense,239.95
2024-08-11,Entertainment,Expense,239.95
2024-02-29,Shopping,Expense,239.95
2024-09-10,Shopping,Expense,239.95
2024-01-21,Medical,Expense,239.95
2024-08-14,Food,Expense,239.95
2024-07-01,Medical,Expense,239.95
2024-12-29,Rent,Expense,239.95
2024-10-14,Rent,Expense,239.95
2024-09-05,Travel,Expense,239.95
2024-08-22,Medical,Expense,239.95
2024-09-09,Shopping,Expense,239.95
2024-02-27,Shopping,Expense,239.95
2024-03-16,Entertainment,Expense,239.95
2024-03-04,Food,Expense,239.95
2024-06-27,Rent,Expense,239.95
2024-02-17,Travel,Expense,239.95
2024-04-14,Food,Expense,239.95
2024-05-25,Medical,Expense,239.95
2024-04-02,Shopping,Expense,239.95
2024-03-27,Medical,Expense,239.95
2024-09-17,Rent,Expense,239.95
2024-05-19,Shopping,Expense,239.95
2024-10-15,Medical,Expense,239.95
2024-12-05,Entertainment,Expense,239.95
2024-10-26,Medical,Expense,239.95
2024-04-18,Shopping,Expense,239.95
2024-10-25,Rent,Expense,239.95
2024-01-03,Food,Expense,239.95
2024-09-26,Food,Expense,239.95
2024-10-19,Travel,Expense,239.95
2024-04-02,Shopping,Expense,239.95
2024-08-01,Rent,Expense,239.95
2024-02-09,Travel,Expense,239.95
2024-05-06,Shopping,Expense,239.95
2024-09-12,Travel,Expense,239.95
2024-12-12,Food,Expense,239.95
2024-02-18,Travel,Expense,239.95
2024-06-17,Entertainment,Expense,239.95
2024-01-14,Shopping,Expense,239.95
2024-05-25,Shopping,Expense,239.95
2024-12-14,Travel,Expense,239.95
2024-12-14,Shopping,Expense,239.95
2024-03-03,Food,Expense,239.95
2024-07-20,Food,Expense,239.95
2024-07-10,Shopping,Expense,239.95
2024-10-29,Entertainment,Expense,239.95
2024-02-24,Food,Expense,239.95
2024-06-14,Entertainment,Expense,239.95
2024-03-19,Shopping,Expense,239.95
2024-01-15,Travel,Expense,239.95
2024-02-11,Rent,Expense,239.95
2024-08-23,Medical,Expense,239.95
2024-12-28,Shopping,Expense,239.95
2024-12-03,Travel,Expense,239.95
2024-09-02,Medical,Expense,239.95
2024-08-20,Food,Expense,239.95
2024-11-17,Rent,Expense,239.95
2024-05-17,Shopping,Expense,239.95
2024-10-31,Medical,Expense,239.95
2024-12-02,Travel,Expense,239.95
2024-01-03,Medical,Expense,239.95
2024-06-17,Travel,Expense,239.95
2024-01-23,Food,Expense,239.95
2024-12-01,Medical,Expense,239.95
2024-11-14,Shopping,Expense,239.95
2024-08-19,Entertainment,Expense,239.95
2024-06-15,Medical,Expense,239.95
2024-10-18,Entertainment,Expense,239.95
2024-03-07,Food,Expense,239.95
2024-04-18,Medical,Expense,239.95
2024-01-25,Entertainment,Expense,239.95
2024-11-25,Rent,Expense,239.95
2024-05-24,Entertainment,Expense,239.95
2024-06-14,Rent,Expense,239.95
2024-01-29,Shopping,Expense,239.95
2024-02-06,Shopping,Expense,239.95
2024-10-07,Travel,Expense,239.95
2024-11-04,Travel,Expense,239.95
2024-07-14,Food,Expense,239.95
2024-02-17,Rent,Expense,239.95
2024-07-23,Rent,Expense,239.95
2024-05-10,Food,Expense,239.95
2024-04-01,Shopping,Expense,239.95
2024-05-02,Rent,Expense,239.95
2024-07-23,Food,Expense,239.95
2024-02-15,Food,Expense,239.95
2024-01-11,Rent,Expense,239.95
2024-04-16,Travel,Expense,239.95
2024-03-24,Medical,Expense,239.95
2024-07-17,Shopping,Expense,239.95
2024-07-25,Medical,Expense,239.95
2024-05-25,Rent,Expense,239.95
2024-11-27,Travel,Expense,239.95
2024-11-30,Medical,Expense,239.95
2024-03-19,Food,Expense,239.95
2024-03-02,Shopping,Expense,239.95
2024-06-01,Food,Expense,239.95
2024-09-08,Entertainment,Expense,239.95
2024-08-09,Medical,Expense,239.95
2024-06-07,Food,Expense,239.95
2024-12-16,Rent,Expense,239.95
2024-11-04,Shopping,Expense,239.95
2024-03-08,Travel,Expense,239.95
2024-07-02,Rent,Expense,239.95
2024-12-06,Food,Expense,239.95
2024-02-19,Medical,Expense,239.95
2024-07-07,Medical,Expense,239.95
2024-09-19,Food,Expense,239.95
2024-04-12,Shopping,Expense,239.95
2024-09-07,Entertainment,Expense,239.95
2024-08-16,Food,Expense,239.95
2024-07-17,Food,Expense,239.95
2024-08-31,Rent,Expense,239.95
2024-05-17,Food,Expense,239.95
2024-10-15,Rent,Expense,239.95
2024-11-03,Entertainment,Expense,239.95
2024-08-04,Shopping,Expense,239.95
2024-02-16,Shopping,Expense,239.95
2024-08-04,Shopping,Expense,239.95
2024-07-07,Shopping,Expense,239.95
2024-11-10,Rent,Expense,239.95
2024-04-05,Food,Expense,239.95
2024-08-10,Medical,Expense,239.95
2024-11-18,Shopping,Expense,239.95
2024-08-06,Rent,Expense,239.95
2024-02-17,Medical,Expense,239.95
2024-01-21,Food,Expense,239.95
2024-09-19,Rent,Expense,239.95
2024-06-23,Shopping,Expense,239.95
2024-08-25,Entertainment,Expense,239.95
2024-12-12,Rent,Expense,239.95
2024-04-24,Rent,Expense,239.95
2024-11-27,Entertainment,Expense,239.95
2024-12-17,Food,Expense,239.95
2024-12-31,Shopping,Expense,239.95
2024-03-20,Medical,Expense,239.95
2024-09-10,Food,Expense,239.95
2024-09-26,Food,Expense,239.95
2024-11-18,Travel,Expense,239.95
2024-11-27,Food,Expense,239.95
2024-09-25,Food,Expense,239.95
2024-02-12,Travel,Expense,239.95
2024-05-28,Food,Expense,239.95
2024-08-27,Shopping,Expense,239.95
2024-08-11,Entertainment,Expense,239.95
2024-02-10,Entertainment,Expense,239.95
2024-09-01,Rent,Expense,239.95
2024-06-02,Travel,Expense,239.95
2024-03-17,Travel,Expense,239.95
2024-03-06,Food,Expense,239.95
2024-12-16,Travel,Expense,239.95
2024-06-02,Entertainment,Expense,239.95
2024-05-07,Shopping,Expense,239.95
2024-09-24,Medical,Expense,239.95
2024-08-06,Food,Expense,239.95
2024-05-31,Entertainment,Expense,239.95
2024-10-18,Food,Expense,239.95
2024-01-25,Shopping,Expense,239.95
2024-10-09,Food,Expense,239.95
2024-02-09,Food,Expense,239.95
2024-01-24,Food,Expense,239.95
2024-09-19,Shopping,Expense,239.95
2024-02-25,Food,Expense,239.95
2024-09-18,Shopping,Expense,239.95
2024-08-05,Shopping,Expense,239.95
2024-07-30,Entertainment,Expense,239.95
2024-02-18,Medical,Expense,239.95
2024-08-25,Rent,Expense,239.95
2024-12-04,Shopping,Expense,239.95
2024-10-18,Entertainment,Expense,239.95
2024-05-09,Travel,Expense,239.95
2024-06-30,Travel,Expense,239.95
2024-05-10,Medical,Expense,239.95
2024-10-26,Rent,Expense,239.95
2024-02-11,Food,Expense,239.95
2024-09-14,Travel,Expense,239.95
2024-01-09,Shopping,Expense,239.95
2024-02-28,Travel,Expense,239.95
2024-12-04,Medical,Expense,239.95
2024-08-24,Rent,Expense,239.95
2024-04-01,Entertainment,Expense,239.95
2024-04-03,Rent,Expense,239.95
2024-07-20,Entertainment,Expense,239.95
2024-01-24,Food,Expense,239.95
2024-02-12,Medical,Expense,239.95
2024-08-01,Medical,Expense,239.95
2024-12-26,Travel,Expense,239.95
2024-06-01,Medical,Expense,239.95
2024-06-09,Rent,Expense,239.95
2024-10-27,Entertainment,Expense,239.95
2024-08-20,Rent,Expense,239.95
2024-12-09,Shopping,Expense,239.95
2024-08-18,Shopping,Expense,239.95
2024-11-15,Entertainment,Expense,239.95
2024-05-15,Rent,Expense,239.95
2024-06-23,Travel,Expense,239.95
2024-04-05,Food,Expense,239.95
2024-04-18,Shopping,Expense,239.95
2024-04-04,Shopping,Expense,239.95
2024-02-10,Entertainment,Expense,239.95
2024-11-05,Food,Expense,239.95
2024-05-12,Shopping,Expense,239.95
2024-12-10,Medical,Expense,239.95
2024-02-24,Travel,Expense,239.95
2024-08-10,Entertainment,Expense,239.95
2024-09-30,Entertainment,Expense,239.95
2024-01-10,Entertainment,Expense,239.95
2024-01-03,Travel,Expense,239.95
2024-07-21,Entertainment,Expense,239.95
2024-02-29,Food,Expense,239.95
2024-01-07,Food,Expense,239.95
2024-03-28,Rent,Expense,239.95
2024-12-01,Food,Expense,239.95
2024-09-01,Travel,Expense,239.95
2024-08-23,Food,Expense,239.95
2024-12-20,Entertainment,Expense,239.95
2024-07-26,Travel,Expense,239.95
2024-12-02,Rent,Expense,239.95
2024-11-04,Rent,Expense,239.95
2024-09-06,Travel,Expense,239.95
2024-06-04,Rent,Expense,239.95
2024-11-12,Food,Expense,239.95
2024-11-11,Shopping,Expense,239.95
2024-07-03,Travel,Expense,239.95
2024-12-19,Medical,Expense,239.95
2024-12-10,Medical,Expense,239.95
2024-12-19,Medical,Expense,239.95
2024-12-11,Shopping,Expense,239.95
2024-07-21,Shopping,Expense,239.95
2024-06-03,Entertainment,Expense,239.95
2024-02-14,Rent,Expense,239.95
2024-03-05,Entertainment,Expense,239.95
2024-03-10,Travel,Expense,239.95
2024-01-08,Medical,Expense,239.95
2024-04-07,Food,Expense,239.95
2024-02-27,Travel,Expense,239.95
2024-01-09,Travel,Expense,239.95
2024-12-22,Shopping,Expense,239.95
2024-04-06,Rent,Expense,239.95
2024-01-14,Rent,Expense,239.95
2024-04-17,Medical,Expense,239.95
2024-09-03,Medical,Expense,239.95
2024-11-28,Travel,Expense,239.95
2024-03-15,Rent,Expense,239.95
2024-11-28,Travel,Expense,239.95
2024-05-03,Food,Expense,239.95
2024-08-11,Shopping,Expense,239.95
2024-11-16,Rent,Expense,239.95
2024-10-02,Travel,Expense,239.95
2024-04-07,Entertainment,Expense,239.95
2024-02-14,Shopping,Expense,239.95
2024-06-03,Medical,Expense,239.95
2024-08-25,Entertainment,Expense,239.95
2024-03-16,Food,Expense,239.95
2024-08-30,Travel,Expense,239.95
2024-08-04,Rent,Expense,239.95
2024-01-12,Food,Expense,239.95
2024-02-29,Entertainment,Expense,239.95
2024-03-26,Food,Expense,239.95
2024-03-19,Travel,Expense,239.95
2024-12-25,Food,Expense,239.95
2024-08-15,Rent,Expense,239.95
2024-09-05,Travel,Expense,239.95
2024-08-29,Shopping,Expense,239.95
2024-01-11,Food,Expense,239.95
2024-08-18,Rent,Expense,239.95
2024-10-26,Entertainment,Expense,239.95
2024-05-04,Medical,Expense,239.95
2024-04-13,Rent,Expense,239.95
2024-05-30,Shopping,Expense,239.95
2024-10-18,Shopping,Expense,239.95
2024-07-19,Food,Expense,239.95
2024-01-27,Medical,Expense,239.95
2024-06-19,Food,Expense,239.95
2024-01-05,Shopping,Expense,239.95
2024-02-22,Rent,Expense,239.95
2024-11-18,Travel,Expense,239.95
2024-12-31,Travel,Expense,239.95
2024-08-09,Rent,Expense,239.95
2024-07-31,Medical,Expense,239.95
2024-09-10,Rent,Expense,239.95
2024-10-23,Medical,Expense,239.95
2024-11-01,Shopping,Expense,239.95
2024-10-10,Food,Expense,239.95
2024-05-28,Rent,Expense,239.95
2024-01-19,Shopping,Expense,239.95
2024-09-06,Shopping,Expense,239.95
2024-07-23,Food,Expense,239.95
2024-09-05,Food,Expense,239.95
2024-09-19,Entertainment,Expense,239.95
2024-10-29,Rent,Expense,239.95
2024-11-09,Entertainment,Expense,239.95
2024-12-13,Rent,Expense,239.95
2024-09-06,Travel,Expense,239.95
2024-04-28,Shopping,Expense,239.95
2024-12-31,Travel,Expense,239.95
2024-02-01,Rent,Expense,239.95
2024-09-27,Travel,Expense,239.95
2024-01-10,Medical,Expense,239.95
2024-08-04,Shopping,Expense,239.95
2024-10-22,Medical,Expense,239.95
2024-06-10,Medical,Expense,239.95
2024-10-10,Rent,Expense,239.95
2024-02-02,Medical,Expense,239.95
2024-05-17,Rent,Expense,239.95
2024-11-27,Food,Expense,239.95
2024-08-01,Entertainment,Expense,239.95
2024-08-30,Food,Expense,239.95
2024-02-29,Entertainment,Expense,239.95
2024-09-10,Travel,Expense,239.95
2024-11-14,Food,Expense,239.95
2024-11-26,Travel,Expense,239.95
2024-06-26,Food,Expense,239.95
2024-08-17,Food,Expense,239.95
2024-12-23,Food,Expense,239.95
2024-08-11,Medical,Expense,239.95
2024-01-11,Shopping,Expense,239.95
2024-03-23,Travel,Expense,239.95
2024-05-27,Food,Expense,239.95
2024-04-08,Medical,Expense,239.95
2024-08-28,Food,Expense,239.95
2024-06-25,Shopping,Expense,239.95
2024-08-12,Travel,Expense,239.95
2024-04-28,Medical,Expense,239.95
2024-09-16,Entertainment,Expense,239.95
2024-04-22,Entertainment,Expense,239.95
2024-10-27,Rent,Expense,239.95
2024-12-16,Rent,Expense,239.95
2024-06-22,Rent,Expense,239.95
2024-11-04,Food,Expense,239.95
2024-12-02,Travel,Expense,239.95
2024-08-27,Entertainment,Expense,239.95
2024-03-08,Entertainment,Expense,239.95
2024-05-30,Shopping,Expense,239.95
2024-12-30,Rent,Expense,239.95
2024-07-18,Travel,Expense,239.95
2024-08-01,Travel,Expense,239.95
2024-12-10,Travel,Expense,239.95
2024-11-30,Shopping,Expense,239.95
2024-07-03,Entertainment,Expense,239.95
2024-08-29,Shopping,Expense,239.95
2024-03-23,Entertainment,Expense,239.95
2024-11-14,Medical,Expense,239.95
2024-04-16,Shopping,Expense,239.95
2024-05-24,Entertainment,Expense,239.95
2024-12-19,Food,Expense,239.95
2024-02-14,Food,Expense,239.95
2024-12-07,Travel,Expense,239.95
2024-09-04,Medical,Expense,239.95
2024-03-07,Entertainment,Expense,239.95
2024-03-29,Medical,Expense,239.95
2024-04-12,Rent,Expense,239.95
2024-03-21,Entertainment,Expense,239.95
2024-11-06,Shopping,Expense,239.95
2024-09-08,Entertainment,Expense,239.95
2024-02-21,Travel,Expense,239.95
2024-07-31,Travel,Expense,239.95
2024-09-09,Shopping,Expense,239.95
2024-06-04,Entertainment,Expense,239.95
2024-04-30,Food,Expense,239.95
2024-04-17,Travel,Expense,239.95
2024-10-12,Travel,Expense,239.95
2024-01-25,Shopping,Expense,239.95
2024-01-10,Rent,Expense,239.95
2024-07-02,Travel,Expense,239.95
2024-05-13,Food,Expense,239.95
2024-07-01,Entertainment,Expense,239.95
2024-12-12,Rent,Expense,239.95
2024-03-22,Rent,Expense,239.95
2024-03-30,Shopping,Expense,239.95
2024-09-14,Food,Expense,239.95
2024-01-17,Travel,Expense,239.95
2024-02-02,Shopping,Expense,239.95
2024-06-21,Food,Expense,239.95
2024-08-08,Travel,Expense,239.95
2024-02-28,Entertainment,Expense,239.95
2024-11-12,Food,Expense,239.95
2024-04-26,Medical,Expense,239.95
2024-03-02,Shopping,Expense,239.95
2024-10-14,Rent,Expense,239.95
2024-04-24,Medical,Expense,239.95
2024-09-06,Food,Expense,239.95
2024-05-12,Rent,Expense,239.95
2024-06-23,Travel,Expense,239.95
2024-06-30,Rent,Expense,239.95
2024-01-24,Food,Expense,239.95
2024-10-12,Food,Expense,239.95
2024-05-16,Food,Expense,239.95
2024-03-18,Medical,Expense,239.95
2024-12-19,Entertainment,Expense,239.95
2024-09-20,Shopping,Expense,239.95
2024-11-05,Travel,Expense,239.95
2024-12-08,Medical,Expense,239.95
2024-02-23,Medical,Expense,239.95
2024-12-27,Travel,Expense,239.95
2024-01-26,Travel,Expense,239.95
2024-08-12,Food,Expense,239.95
2024-08-22,Food,Expense,239.95
2024-02-26,Shopping,Expense,239.95
2024-02-24,Entertainment,Expense,239.95
2024-11-08,Shopping,Expense,239.95
2024-11-08,Rent,Expense,239.95
2024-02-22,Rent,Expense,239.95
2024-10-14,Entertainment,Expense,239.95
2024-01-22,Shopping,Expense,239.95
2024-09-16,Medical,Expense,239.95
2024-02-23,Shopping,Expense,239.95
2024-03-26,Entertainment,Expense,239.95
2024-11-18,Rent,Expense,239.95
2024-03-01,Shopping,Expense,239.95
2024-04-15,Shopping,Expense,239.95
2024-07-04,Rent,Expense,239.95
2024-03-21,Food,Expense,239.95
2024-05-29,Shopping,Expense,239.95
2024-12-28,Shopping,Expense,239.95
2024-08-14,Entertainment,Expense,239.95
2024-09-16,Shopping,Expense,239.95
2024-09-12,Medical,Expense,239.95
2024-02-20,Entertainment,Expense,239.95
2024-03-19,Medical,Expense,239.95
2024-11-27,Rent,Expense,239.95
2024-07-05,Food,Expense,239.95
2024-06-20,Shopping,Expense,239.95
2024-03-11,Entertainment,Expense,239.95
2024-03-03,Medical,Expense,239.95
2024-04-13,Entertainment,Expense,239.95
2024-08-12,Entertainment,Expense,239.95
2024-07-31,Food,Expense,239.95
2024-01-04,Travel,Expense,239.95
2024-05-05,Rent,Expense,239.95
2024-08-30,Travel,Expense,239.95
2024-06-23,Entertainment,Expense,239.95
2024-05-26,Travel,Expense,239.95
2024-09-15,Shopping,Expense,239.95
2024-03-28,Rent,Expense,239.95
2024-02-13,Food,Expense,239.95
2024-05-16,Travel,Expense,239.95
2024-07-09,Medical,Expense,239.95
2024-07-31,Entertainment,Expense,239.95
2024-07-03,Entertainment,Expense,239.95
2024-11-18,Rent,Expense,239.95
2024-12-06,Shopping,Expense,239.95
2024-05-05,Travel,Expense,239.95
2024-03-18,Entertainment,Expense,239.95
2024-09-28,Food,Expense,239.95
2024-08-03,Travel,Expense,239.95
2024-04-26,Rent,Expense,239.95
2024-03-11,Entertainment,Expense,239.95
2024-08-07,Food,Expense,239.95
2024-07-30,Shopping,Expense,239.95
2024-07-28,Entertainment,Expense,239.95
2024-08-22,Entertainment,Expense,239.95
2024-09-21,Medical,Expense,239.95
2024-12-15,Rent,Expense,239.95
2024-07-04,Medical,Expense,239.95
2024-01-16,Travel,Expense,239.95
2024-08-14,Shopping,Expense,239.95
2024-03-15,Entertainment,Expense,239.95
2024-01-06,Shopping,Expense,239.95
2024-09-21,Shopping,Expense,239.95
2024-02-05,Rent,Expense,239.95
2024-02-13,Medical,Expense,239.95
2024-06-22,Rent,Expense,239.95
2024-06-10,Shopping,Expense,239.95
2024-07-24,Shopping,Expense,239.95
2024-03-25,Travel,Expense,239.95
2024-08-10,Food,Expense,239.95
2024-02-01,Medical,Expense,239.95
2024-07-20,Medical,Expense,239.95
2024-01-19,Entertainment,Expense,239.95
2024-12-04,Shopping,Expense,239.95
2024-11-24,Medical,Expense,239.95
2024-03-18,Food,Expense,239.95
2024-10-21,Rent,Expense,239.95
2024-01-30,Rent,Expense,239.95
2024-11-19,Medical,Expense,239.95
2024-12-31,Shopping,Expense,239.95
2024-12-04,Shopping,Expense,239.95
2024-09-23,Food,Expense,239.95
2024-05-31,Food,Expense,239.95
2024-08-02,Rent,Expense,239.95
2024-07-24,Entertainment,Expense,239.95
2024-12-14,Travel,Expense,239.95
