date,description,expense/income,amount
2024-08-05,Movie Tickets,Expense,5749.0
2024-02-09,Netflix Subscription,Expense,1559.0
2024-12-03,Movie Tickets,Expense,628.0
2024-01-21,Movie Tickets,Expense,
2024-12-05,Freelance Payment,Income,74925.0
2024-10-21,Freelance Payment,Income,31491.0
2024-03-13,Movie Tickets,Expense,5195.0
2024-11-07,Medical Store,Expense,2292.0
2024-08-21,Monthly Salary,Income,42493.0
2024-02-11,Freelance Payment,Income,33624.0
2024-06-25,Freelance Payment,Income,45576.0
2024-11-13,Amazon Purchase,Expense,3705.0
2024-08-24,Grocery Store,Expense,4498.0
2024-05-30,Cashback,Income,69233.0
2024-10-24,,Income,27851.0
2024-08-10,Swiggy Order,Expense,5132.0
2024-05-08,Monthly Salary,Income,37367.0
2024-09-27,Monthly Salary,Income,46542.0
2024-07-27,Interest Received,Income,55806.0
2024-03-10,Amazon Purchase,Expense,3493.0
2024-01-15,Swiggy Order,Expense,4012.0
2024-02-22,Monthly Salary,Income,40417.0
07-05-2024,Refund,Income,41624.0
08-09-2024,Uber Ride,Expense,5529.0
2024-08-02,Freelance Payment,Income,56156.0
2024-10-05,Bonus,Income,37486.0
2024-07-21,Cashback,Income,16224.0
2024-06-18,Freelance Payment,Income,76932.0
2024-02-10,Freelance Payment,Income,48856.0
2024-06-22,Cashback,Income,33071.0
2024-08-09,Movie Tickets,Expense,3323.0
2024-12-31,Grocery Store,Expense,5027.0
2024-09-29,Movie Tickets,Expense,5874.0
2024-12-08,Bonus,Income,20386.0
2024-02-16,Movie Tickets,Expense,3970.0
2024-08-09,Uber Ride,Expense,1903.0
2024-10-06,Uber Ride,Expense,4136.0
2024-08-29,Refund,Income,34399.0
2024-01-04,Monthly Salary,Income,29600.0
2024-02-10,Fuel Payment,Expense,3785.0
2024-05-16,Cashback,Income,39080.0
2024-05-04,Refund,Income,72958.0
2024-09-12,Refund,Income,69364.0
2024-07-01,Netflix Subscription,Expense,4547.0
2024-11-21,Bonus,Income,38917.0
2024-06-08,Interest Received,Income,12968.0
2024-05-28,Uber Ride,Expense,2966.0
2024-08-22,Fuel Payment,Expense,3885.0
2024-07-03,Interest Received,Income,19063.0
2024-04-29,Freelance Payment,Income,70323.0
2024-06-01,Netflix Subscription,Expense,283.0
2024-09-12,Freelance Payment,Income,66522.0
2024-05-25,Cashback,Income,31369.0
2024-12-03,Refund,Income,11385.0
2024-10-25,Grocery Store,Expense,2762.0
2024-09-06,Uber Ride,Expense,460.0
2024-01-25,Fuel Payment,Expense,1254.0
2024-09-15,Swiggy Order,Expense,2176.0
2024-08-05,Movie Tickets,Expense,3115.0
2024-01-20,Cashback,Income,19921.0
2024-04-11,Bonus,Income,46726.0
2024-09-18,Refund,Income,31718.0
2024-12-03,Interest Received,Income,66556.0
2024-09-10,Refund,Income,56327.0
2024-06-24,Freelance Payment,Income,
2024-02-12,Amazon Purchase,Expense,5373.0
2024-11-15,Freelance Payment,Income,39393.0
2024-03-14,Refund,Income,58099.0
2024-03-24,Refund,Income,75617.0
2024-02-17,Monthly Salary,Income,34244.0
14-04-2024,Electricity Bill,Expense,691.0
2024-08-25,Amazon Purchase,Expense,2346.0
2024-04-06,Uber Ride,Expense,664.0
2024-03-27,Bonus,Income,22001.0
2024-10-25,Monthly Salary,Income,32658.0
2024-03-31,Swiggy Order,Expense,939.0
2024-06-30,Monthly Salary,Income,31596.0
2024-09-01,Refund,Income,
2024-06-15,Refund,Income,30167.0
2024-04-14,Cashback,Income,24922.0
2024-12-29,Fuel Payment,Expense,4315.0
2024-08-24,Refund,Income,33055.0
2024-02-29,Bonus,Income,26832.0
14-09-2024,Cashback,Income,36714.0
2024-03-24,Cashback,Income,14504.0
2024-10-23,Movie Tickets,Expense,775.0
2024-12-12,Bonus,Income,24115.0
2024-06-13,Zomato Order,Expense,1774.0
2024-04-29,Fuel Payment,Expense,1441.0
2024-12-30,Medical Store,Expense,2660.0
2024-12-01,Zomato Order,Expense,
2024-09-02,Grocery Store,Expense,4346.0
22-03-2024,Monthly Salary,Income,36993.0
2024-01-15,Electricity Bill,Expense,3721.0
2024-01-30,Interest Received,Income,55212.0
2024-03-18,Refund,Income,70192.0
2024-04-10,Fuel Payment,Expense,413.0
2024-01-29,Zomato Order,Expense,5703.0
2024-11-09,Swiggy Order,Expense,4896.0
2024-01-07,Amazon Purchase,Expense,386.0
2024-07-22,Grocery Store,Expense,3451.0
31-01-2024,Bonus,Income,70452.0
2024-10-23,Cashback,Income,13463.0
2024-05-07,Swiggy Order,Expense,1821.0
2024-05-30,Interest Received,Income,74345.0
2024-03-28,Movie Tickets,Expense,5533.0
2024-09-25,Cashback,Income,28630.0
2024-10-08,Refund,Income,58999.0
2024-10-21,Zomato Order,Expense,1136.0
2024-04-30,Electricity Bill,Expense,1552.0
2024-07-21,Movie Tickets,Expense,1801.0
2024-05-12,Fuel Payment,Expense,466.0
2024-05-20,Cashback,Income,65193.0
2024-09-08,Electricity Bill,Expense,2091.0
2024-03-27,Monthly Salary,Income,55246.0
2024-01-03,Freelance Payment,Income,49571.0
2024-08-12,Freelance Payment,Income,58479.0
2024-02-07,Bonus,Income,18970.0
11-07-2024,Interest Received,Income,35984.0
2024-06-22,Swiggy Order,Expense,2999.0
2024-09-13,Freelance Payment,Income,62197.0
2024-05-16,Bonus,Income,21731.0
2024-05-23,Refund,Income,51256.0
2024-01-05,Amazon Purchase,Expense,434.0
2024-03-18,Cashback,Income,28044.0
2024-05-16,Cashback,Income,71810.0
2024-07-18,Medical Store,Expense,1901.0
2024-12-13,Monthly Salary,Income,52577.0
2024-07-27,Bonus,Income,21145.0
2024-12-20,Zomato Order,Expense,3573.0
2024-11-17,Swiggy Order,Expense,4522.0
2024-01-08,Interest Received,Income,14446.0
2024-12-29,Cashback,Income,53959.0
2024-07-17,Netflix Subscription,Expense,5222.0
2024-12-22,Monthly Salary,Income,72387.0
2024-01-04,Interest Received,Income,75600.0
2024-11-27,Refund,Income,18760.0
2024-12-22,Cashback,Income,47298.0
2024-10-09,Zomato Order,Expense,1943.0
2024-02-16,Refund,Income,73755.0
2024-10-11,Zomato Order,Expense,4010.0
2024-08-17,Cashback,Income,54281.0
2024-10-13,Monthly Salary,Income,49549.0
2024-05-05,Uber Ride,Expense,5419.0
2024-09-04,Cashback,Income,37953.0
2024-09-08,Netflix Subscription,Expense,5593.0
2024-06-15,Swiggy Order,Expense,3596.0
2024-06-23,Medical Store,Expense,878.0
2024-01-20,Monthly Salary,Income,71439.0
2024-09-06,Zomato Order,Expense,216.0
2024-05-11,Monthly Salary,Income,62602.0
03-05-2024,Zomato Order,Expense,4335.0
2024-09-07,Electricity Bill,Expense,2673.0
2024-06-21,Movie Tickets,Expense,5537.0
2024-10-13,Refund,Income,48324.0
2024-10-13,Swiggy Order,Expense,4790.0
21-03-2024,Uber Ride,Expense,976.0
2024-03-25,Swiggy Order,Expense,1538.0
2024-07-29,Grocery Store,Expense,3524.0
2024-10-19,Refund,Income,38181.0
2024-03-09,Freelance Payment,Income,79416.0
2024-12-15,,Expense,
16-08-2024,Refund,Income,12775.0
2024-08-01,Monthly Salary,Income,77124.0
2024-09-12,Grocery Store,Expense,499.0
2024-04-30,Grocery Store,Expense,4417.0
2024-06-04,Refund,Income,74449.0
2024-01-31,Uber Ride,Expense,3047.0
2024-06-11,Electricity Bill,Expense,3435.0
2024-03-23,Refund,Income,76824.0
2024-01-02,Interest Received,Income,55878.0
2024-02-01,Netflix Subscription,Expense,1421.0
2024-07-18,Fuel Payment,Expense,1224.0
03-05-2024,Netflix Subscription,Expense,2024.0
2024-01-21,Medical Store,Expense,2312.0
2024-05-19,Cashback,Income,29462.0
2024-04-12,Uber Ride,Expense,4770.0
2024-04-17,Swiggy Order,Expense,3134.0
2024-08-10,Fuel Payment,Expense,4235.0
2024-07-23,Movie Tickets,Expense,5911.0
2024-09-11,Medical Store,Expense,1994.0
2024-04-27,Bonus,Income,40549.0
2024-12-20,Swiggy Order,Expense,
2024-01-06,Monthly Salary,Income,68428.0
2024-04-17,Bonus,Income,77454.0
2024-10-07,Monthly Salary,Income,73814.0
2024-12-29,Interest Received,Income,78650.0
2024-10-19,Refund,Income,65176.0
2024-07-01,Amazon Purchase,Expense,5983.0
2024-12-22,Zomato Order,Expense,5653.0
2024-06-14,Bonus,Income,13947.0
2024-09-24,Bonus,Income,66187.0
2024-04-19,Uber Ride,Expense,4755.0
2024-08-27,Medical Store,Expense,5174.0
2024-12-21,Fuel Payment,Expense,857.0
2024-06-25,Cashback,Income,65129.0
2024-07-21,Swiggy Order,Expense,295.0
2024-01-19,Movie Tickets,Expense,5697.0
2024-06-01,Interest Received,Income,22271.0
2024-07-02,Fuel Payment,Expense,4980.0
2024-06-07,Bonus,Income,34274.0
2024-05-03,Monthly Salary,Income,62486.0
2024-11-01,Refund,Income,39865.0
2024-10-11,Electricity Bill,Expense,
11-04-2024,Interest Received,Income,58234.0
2024-01-09,Monthly Salary,Income,21932.0
2024-04-23,Fuel Payment,Expense,3280.0
2024-04-14,Amazon Purchase,Expense,3978.0
2024-08-19,Fuel Payment,Expense,4336.0
2024-02-19,Interest Received,Income,10666.0
2024-07-21,,Income,66464.0
2024-07-30,Fuel Payment,Expense,1463.0
2024-12-19,Movie Tickets,Expense,5344.0
2024-02-16,Freelance Payment,Income,46620.0
10-09-2024,Cashback,Income,35929.0
2024-11-22,Refund,Income,57939.0
2024-08-02,Interest Received,Income,45638.0
2024-04-29,Medical Store,Expense,5841.0
2024-01-16,Netflix Subscription,Expense,4890.0
2024-10-04,Monthly Salary,Income,67999.0
2024-05-01,Monthly Salary,Income,75858.0
2024-09-17,Freelance Payment,Income,62858.0
2024-03-17,Bonus,Income,17570.0
2024-05-23,Grocery Store,Expense,3394.0
2024-04-28,Electricity Bill,Expense,2642.0
2024-02-22,Uber Ride,Expense,1729.0
2024-09-23,Cashback,Income,10669.0
06-08-2024,Interest Received,Income,60038.0
2024-08-13,Bonus,Income,44020.0
06-08-2024,Monthly Salary,Income,20737.0
2024-10-21,Monthly Salary,Income,41161.0
2024-12-29,Freelance Payment,Income,63578.0
2024-01-22,Grocery Store,Expense,563.0
2024-07-09,Cashback,Income,38400.0
2024-04-24,Amazon Purchase,Expense,
2024-10-27,,Income,31934.0
16-01-2024,Movie Tickets,Expense,
2024-02-17,Medical Store,Expense,4639.0
2024-10-17,Zomato Order,Expense,5177.0
2024-01-19,Refund,Income,58978.0
2024-10-22,Refund,Income,39178.0
2024-01-04,Refund,Income,73311.0
2024-12-28,Uber Ride,Expense,1871.0
2024-01-09,Movie Tickets,Expense,3195.0
2024-04-22,Amazon Purchase,Expense,5041.0
10-03-2024,Freelance Payment,Income,31390.0
2024-04-19,Electricity Bill,Expense,627.0
2024-10-11,Medical Store,Expense,4477.0
2024-07-23,Cashback,Income,
2024-01-17,Uber Ride,Expense,1275.0
2024-02-07,Grocery Store,Expense,3235.0
2024-01-25,Monthly Salary,Income,66573.0
2024-12-08,Monthly Salary,Income,27270.0
10-04-2024,Grocery Store,Expense,2015.0
2024-10-24,Refund,Income,74922.0
2024-12-05,Bonus,Income,47288.0
2024-01-11,Cashback,Income,23822.0
2024-01-25,Grocery Store,Expense,4685.0
2024-04-21,Monthly Salary,Income,16416.0
2024-05-09,Freelance Payment,Income,11747.0
2024-02-08,Swiggy Order,Expense,5946.0
2024-05-19,Monthly Salary,Income,40944.0
25-07-2024,Freelance Payment,Income,
2024-01-18,Netflix Subscription,Expense,4308.0
2024-10-31,Freelance Payment,Income,66649.0
2024-09-06,Netflix Subscription,Expense,532.0
02-12-2024,Electricity Bill,Expense,5268.0
2024-06-10,Medical Store,Expense,1667.0
05-11-2024,Electricity Bill,Expense,3399.0
2024-09-10,Swiggy Order,Expense,2540.0
2024-12-30,Medical Store,Expense,5707.0
2024-07-17,Swiggy Order,Expense,5822.0
2024-07-17,Zomato Order,Expense,3396.0
2024-11-01,Swiggy Order,Expense,2726.0
2024-09-04,Cashback,Income,64141.0
2024-12-16,Bonus,Income,74365.0
2024-02-14,Interest Received,Income,37037.0
2024-03-18,Bonus,Income,54591.0
2024-11-13,Swiggy Order,Expense,4480.0
2024-06-22,Bonus,Income,17414.0
2024-04-11,Refund,Income,53313.0
2024-01-09,Freelance Payment,Income,64225.0
2024-03-17,Electricity Bill,Expense,2184.0
2024-10-23,Grocery Store,Expense,1403.0
2024-12-23,Refund,Income,46328.0
2024-09-19,Cashback,Income,73632.0
2024-08-26,Fuel Payment,Expense,5403.0
2024-01-24,Bonus,Income,49811.0
2024-04-21,Cashback,Income,22154.0
30-11-2024,Movie Tickets,Expense,1093.0
2024-03-24,Interest Received,Income,50728.0
2024-04-21,Cashback,Income,67045.0
2024-03-06,Freelance Payment,Income,55459.0
2024-04-10,Movie Tickets,Expense,1377.0
2024-04-05,Uber Ride,Expense,2620.0
2024-12-13,Monthly Salary,Income,78994.0
2024-05-08,,Income,42706.0
22-03-2024,Bonus,Income,71830.0
28-12-2024,Interest Received,Income,59658.0
16-08-2024,Interest Received,Income,75608.0
2024-12-16,Medical Store,Expense,791.0
2024-02-22,Cashback,Income,34848.0
2024-01-18,Uber Ride,Expense,5564.0
22-04-2024,Monthly Salary,Income,44514.0
2024-05-26,,Expense,2472.0
2024-12-28,Amazon Purchase,Expense,3087.0
2024-02-19,Monthly Salary,Income,72760.0
2024-10-24,Fuel Payment,Expense,2466.0
2024-01-13,Cashback,Income,22089.0
2024-11-03,Electricity Bill,Expense,2670.0
16-11-2024,Refund,Income,64179.0
2024-12-29,Medical Store,Expense,639.0
2024-09-12,Netflix Subscription,Expense,1457.0
2024-05-27,Bonus,Income,74362.0
2024-04-05,Bonus,Income,31938.0
2024-01-08,Swiggy Order,Expense,3796.0
2024-04-21,Freelance Payment,Income,78860.0
10-05-2024,Medical Store,Expense,4266.0
24-07-2024,Interest Received,Income,56301.0
2024-03-20,Uber Ride,Expense,4702.0
2024-04-18,Movie Tickets,Expense,4959.0
2024-05-13,Movie Tickets,Expense,4751.0
2024-01-06,Bonus,Income,35894.0
2024-10-18,Grocery Store,Expense,3729.0
2024-01-17,Amazon Purchase,Expense,3452.0
2024-11-30,Zomato Order,Expense,2267.0
2024-02-27,Refund,Income,22002.0
2024-05-13,Amazon Purchase,Expense,1461.0
2024-08-30,Bonus,Income,21579.0
2024-05-09,Refund,Income,59317.0
2024-06-28,Amazon Purchase,Expense,4946.0
26-03-2024,Netflix Subscription,Expense,2313.0
2024-07-28,Bonus,Income,37338.0
2024-08-24,Medical Store,Expense,3474.0
2024-02-06,Cashback,Income,65724.0
2024-10-26,Electricity Bill,Expense,797.0
2024-10-05,Swiggy Order,Expense,5544.0
2024-12-13,Bonus,Income,11702.0
2024-02-11,Swiggy Order,Expense,814.0
2024-04-11,Monthly Salary,Income,34042.0
14-02-2024,Monthly Salary,Income,11673.0
2024-05-08,Zomato Order,Expense,3349.0
2024-11-04,,Expense,5595.0
2024-07-14,Interest Received,Income,13507.0
2024-01-19,Fuel Payment,Expense,1686.0
2024-04-02,Bonus,Income,70040.0
2024-10-17,Freelance Payment,Income,60718.0
2024-02-23,Netflix Subscription,Expense,4041.0
2024-09-07,Medical Store,Expense,1485.0
2024-08-26,Freelance Payment,Income,22566.0
2024-01-03,Refund,Income,64225.0
2024-10-01,Amazon Purchase,Expense,5834.0
2024-06-24,Zomato Order,Expense,4490.0
2024-10-29,Cashback,Income,72763.0
2024-05-20,Bonus,Income,63834.0
2024-09-09,Bonus,Income,61853.0
2024-06-20,Netflix Subscription,Expense,2361.0
2024-11-20,Grocery Store,Expense,4978.0
2024-05-20,Freelance Payment,Income,41275.0
09-05-2024,Swiggy Order,Expense,1262.0
2024-10-13,Bonus,Income,10728.0
2024-11-24,Grocery Store,Expense,2059.0
2024-05-23,,Income,55796.0
2024-04-27,Medical Store,Expense,3268.0
2024-11-06,Interest Received,Income,34448.0
2024-01-15,Refund,Income,46267.0
2024-07-16,Freelance Payment,Income,10171.0
2024-03-13,Swiggy Order,Expense,575.0
2024-04-15,Medical Store,Expense,3737.0
2024-12-20,Freelance Payment,Income,44927.0
2024-04-21,Amazon Purchase,Expense,2228.0
2024-11-13,Fuel Payment,Expense,4872.0
05-02-2024,Monthly Salary,Income,47182.0
2024-09-30,Interest Received,Income,73299.0
2024-05-14,Amazon Purchase,Expense,4441.0
2024-04-30,Interest Received,Income,35731.0
2024-08-16,Freelance Payment,Income,52130.0
23-06-2024,Interest Received,Income,37574.0
27-08-2024,Uber Ride,Expense,1721.0
2024-01-31,Freelance Payment,Income,71662.0
2024-03-22,Movie Tickets,Expense,1180.0
2024-03-06,Monthly Salary,Income,24390.0
2024-12-10,Refund,Income,49006.0
16-08-2024,Fuel Payment,Expense,4300.0
2024-01-23,Swiggy Order,Expense,741.0
2024-08-06,Netflix Subscription,Expense,445.0
2024-08-13,Cashback,Income,49503.0
2024-06-28,Monthly Salary,Income,77835.0
2024-05-29,Refund,Income,10948.0
2024-04-06,Movie Tickets,Expense,281.0
2024-05-11,Cashback,Income,61112.0
2024-09-14,Movie Tickets,Expense,5313.0
2024-10-20,Swiggy Order,Expense,5598.0
16-11-2024,Swiggy Order,Expense,1725.0
2024-03-20,Swiggy Order,Expense,3003.0
2024-01-20,Netflix Subscription,Expense,5516.0
22-04-2024,Grocery Store,Expense,1804.0
2024-06-29,Fuel Payment,Expense,3473.0
2024-06-29,Interest Received,Income,25379.0
24-03-2024,Uber Ride,Expense,1907.0
2024-10-12,Cashback,Income,22244.0
2024-12-06,,Income,20274.0
2024-03-05,Refund,Income,77787.0
2024-10-17,Monthly Salary,Income,14264.0
2024-12-28,Netflix Subscription,Expense,2558.0
2024-10-27,Medical Store,Expense,1875.0
2024-05-01,Netflix Subscription,Expense,2882.0
2024-12-13,Cashback,Income,29049.0
2024-06-30,Electricity Bill,Expense,5007.0
2024-12-17,Freelance Payment,Income,71215.0
29-10-2024,Zomato Order,Expense,2972.0
2024-06-04,Cashback,Income,53036.0
2024-12-28,Netflix Subscription,Expense,
2024-01-16,Zomato Order,Expense,2865.0
2024-05-01,Interest Received,Income,15383.0
2024-06-26,Interest Received,Income,57331.0
2024-09-17,Fuel Payment,Expense,2924.0
2024-08-12,Uber Ride,Expense,3858.0
2024-05-19,Interest Received,Income,74639.0
2024-08-17,Zomato Order,Expense,4413.0
11-11-2024,Bonus,Income,71595.0
2024-10-07,Freelance Payment,Income,47251.0
2024-08-11,Medical Store,Expense,1064.0
2024-03-01,Interest Received,Income,74039.0
2024-08-08,Monthly Salary,Income,69035.0
2024-03-19,Amazon Purchase,Expense,1468.0
2024-07-07,Fuel Payment,Expense,2518.0
26-01-2024,Zomato Order,Expense,5418.0
2024-06-29,Cashback,Income,47983.0
2024-03-03,Netflix Subscription,Expense,1734.0
2024-09-04,Fuel Payment,Expense,5590.0
2024-07-01,Movie Tickets,Expense,5219.0
2024-08-01,Cashback,Income,75895.0
2024-12-14,Interest Received,Income,53205.0
2024-10-25,Refund,Income,69872.0
2024-02-05,Monthly Salary,Income,41794.0
2024-11-26,Cashback,Income,55909.0
2024-04-10,Netflix Subscription,Expense,4720.0
2024-07-26,Bonus,Income,31202.0
2024-12-28,Refund,Income,41111.0
2024-12-06,Grocery Store,Expense,219.0
2024-10-13,Interest Received,Income,18229.0
2024-08-19,Interest Received,Income,64029.0
2024-06-02,Bonus,Income,40485.0
2024-05-29,Refund,Income,67011.0
2024-05-11,Freelance Payment,Income,13930.0
2024-08-10,Uber Ride,Expense,5109.0
2024-08-15,Freelance Payment,Income,72176.0
2024-08-16,Bonus,Income,79006.0
2024-10-18,Interest Received,Income,38472.0
2024-07-25,Freelance Payment,Income,67299.0
2024-10-25,Monthly Salary,Income,59657.0
2024-07-17,Amazon Purchase,Expense,5026.0
2024-12-04,Zomato Order,Expense,1197.0
2024-05-16,Bonus,Income,27878.0
2024-04-27,Monthly Salary,Income,37235.0
2024-04-14,Amazon Purchase,Expense,726.0
2024-09-13,Cashback,Income,74981.0
2024-06-15,Netflix Subscription,Expense,5823.0
2024-08-23,Refund,Income,58737.0
2024-02-04,,Expense,2963.0
2024-05-13,Refund,Income,65620.0
27-08-2024,Amazon Purchase,Expense,1556.0
2024-05-09,Interest Received,Income,42939.0
2024-05-08,Refund,Income,68074.0
2024-11-19,Monthly Salary,Income,20855.0
2024-07-10,Swiggy Order,Expense,3549.0
2024-11-16,Cashback,Income,21480.0
2024-08-31,Bonus,Income,75628.0
2024-05-22,Bonus,Income,16241.0
2024-11-11,Interest Received,Income,76244.0
04-11-2024,Swiggy Order,Expense,1239.0
2024-10-24,Refund,Income,48728.0
30-08-2024,Monthly Salary,Income,27393.0
2024-05-28,Interest Received,Income,24819.0
2024-11-17,Fuel Payment,Expense,251.0
07-08-2024,Netflix Subscription,Expense,528.0
2024-10-27,Uber Ride,Expense,4703.0
2024-05-02,Interest Received,Income,68590.0
2024-05-24,Monthly Salary,Income,68126.0
2024-03-30,Interest Received,Income,15666.0
2024-08-02,Freelance Payment,Income,12905.0
2024-03-12,Freelance Payment,Income,69887.0
2024-08-20,Medical Store,Expense,1379.0
2024-10-08,,Income,67229.0
2024-02-06,,Income,19963.0
2024-04-02,Interest Received,Income,36556.0
2024-01-09,Cashback,Income,40323.0
2024-02-11,Refund,Income,51900.0
2024-04-06,Monthly Salary,Income,48902.0
2024-07-21,Monthly Salary,Income,33152.0
2024-02-26,Freelance Payment,Income,53374.0
2024-06-14,Monthly Salary,Income,18492.0
2024-04-23,Netflix Subscription,Expense,5170.0
2024-04-13,Bonus,Income,64610.0
2024-08-26,Freelance Payment,Income,35363.0
2024-07-26,Cashback,Income,25665.0
2024-02-19,Interest Received,Income,29231.0
2024-04-04,Freelance Payment,Income,24590.0
2024-04-18,Movie Tickets,Expense,2034.0
2024-10-03,Medical Store,Expense,5458.0
2024-06-30,Grocery Store,Expense,501.0
2024-01-16,Refund,Income,41323.0
2024-07-12,Freelance Payment,Income,21005.0
2024-07-11,Zomato Order,Expense,1935.0
2024-01-23,Refund,Income,49318.0
2024-03-17,Electricity Bill,Expense,3107.0
2024-07-14,Freelance Payment,Income,75203.0
2024-10-02,Bonus,Income,71469.0
2024-10-24,Refund,Income,24504.0
2024-02-03,,Income,60203.0
2024-11-06,Monthly Salary,Income,13458.0
2024-10-28,Swiggy Order,Expense,757.0
2024-01-26,Zomato Order,Expense,601.0
2024-01-13,Amazon Purchase,Expense,4520.0
2024-09-10,Movie Tickets,Expense,4221.0
2024-09-16,Interest Received,Income,60554.0
2024-11-03,Netflix Subscription,Expense,5574.0
2024-11-21,,Income,36513.0
2024-03-26,Grocery Store,Expense,5056.0
2024-07-24,Monthly Salary,Income,58286.0
2024-12-09,Medical Store,Expense,4547.0
2024-05-16,Freelance Payment,Income,71207.0
2024-03-02,Medical Store,Expense,4634.0
2024-05-24,Medical Store,Expense,3880.0
2024-12-13,Grocery Store,Expense,5661.0
2024-11-05,Movie Tickets,Expense,3367.0
2024-02-11,Freelance Payment,Income,14731.0
2024-03-17,Freelance Payment,Income,26133.0
2024-04-17,Cashback,Income,34792.0
2024-09-01,Zomato Order,Expense,4747.0
2024-07-10,Cashback,Income,72579.0
2024-03-10,Interest Received,Income,16981.0
2024-03-04,Interest Received,Income,76083.0
2024-03-03,Grocery Store,Expense,3217.0
2024-02-12,Uber Ride,Expense,2010.0
2024-12-17,Monthly Salary,Income,46294.0
2024-12-20,Swiggy Order,Expense,4151.0
14-04-2024,Grocery Store,Expense,2662.0
2024-06-28,Freelance Payment,Income,37052.0
2024-10-27,Netflix Subscription,Expense,459.0
2024-04-06,Grocery Store,Expense,483.0
2024-11-09,Netflix Subscription,Expense,1727.0
2024-01-03,Cashback,Income,70373.0
2024-04-26,Amazon Purchase,Expense,2430.0
04-02-2024,Electricity Bill,Expense,695.0
2024-11-14,Refund,Income,44136.0
2024-02-24,Monthly Salary,Income,10183.0
2024-11-24,Grocery Store,Expense,5299.0
2024-06-13,Grocery Store,Expense,3872.0
2024-06-15,Refund,Income,21685.0
25-11-2024,Interest Received,Income,16974.0
2024-06-20,Uber Ride,Expense,2673.0
2024-04-28,Monthly Salary,Income,26179.0
2024-12-05,Refund,Income,28885.0
2024-12-07,Monthly Salary,Income,42259.0
2024-05-12,Monthly Salary,Income,54632.0
2024-10-19,Interest Received,Income,42746.0
2024-02-25,Grocery Store,Expense,3128.0
31-03-2024,Refund,Income,21194.0
2024-02-04,Monthly Salary,Income,62344.0
2024-09-27,Interest Received,Income,21258.0
2024-08-10,Fuel Payment,Expense,1814.0
2024-02-04,,Expense,5092.0
2024-11-27,Freelance Payment,Income,67572.0
2024-12-26,Movie Tickets,Expense,687.0
2024-02-29,Uber Ride,Expense,4991.0
2024-09-14,Cashback,Income,45433.0
2024-07-04,,Income,77270.0
2024-03-27,Bonus,Income,47291.0
2024-02-25,Bonus,Income,14001.0
2024-06-03,Grocery Store,Expense,5496.0
2024-07-25,Cashback,Income,61249.0
2024-11-03,Cashback,Income,34460.0
2024-08-01,Netflix Subscription,Expense,1033.0
2024-04-07,Monthly Salary,Income,51072.0
07-04-2024,Swiggy Order,Expense,1005.0
2024-03-28,Monthly Salary,Income,79942.0
2024-03-05,Freelance Payment,Income,11621.0
2024-09-01,Electricity Bill,Expense,3419.0
2024-03-12,Uber Ride,Expense,
2024-08-05,Electricity Bill,Expense,4598.0
2024-03-09,Interest Received,Income,
2024-11-23,Grocery Store,Expense,4242.0
2024-12-24,Medical Store,Expense,4616.0
2024-11-28,Uber Ride,Expense,3876.0
2024-04-21,Swiggy Order,Expense,
2024-12-10,Zomato Order,Expense,
2024-05-25,Medical Store,Expense,1384.0
2024-05-28,Electricity Bill,Expense,3037.0
2024-10-30,Cashback,Income,37180.0
2024-12-24,Fuel Payment,Expense,2813.0
2024-10-22,Movie Tickets,Expense,4388.0
2024-10-08,Refund,Income,70217.0
2024-04-28,Swiggy Order,Expense,5530.0
2024-11-04,Fuel Payment,Expense,5231.0
11-12-2024,Refund,Income,34521.0
26-06-2024,Refund,Income,17474.0
2024-09-02,Refund,Income,
2024-10-22,Electricity Bill,Expense,5595.0
2024-08-01,Netflix Subscription,Expense,4333.0
2024-06-15,Bonus,Income,11505.0
2024-05-22,Freelance Payment,Income,57054.0
2024-04-06,Freelance Payment,Income,35709.0
2024-07-30,Netflix Subscription,Expense,4966.0
2024-07-29,Zomato Order,Expense,
05-11-2024,Interest Received,Income,56593.0
2024-09-11,Electricity Bill,Expense,2144.0
2024-09-06,Electricity Bill,Expense,5951.0
2024-12-13,Swiggy Order,Expense,1827.0
2024-02-02,Uber Ride,Expense,3815.0
2024-06-06,Grocery Store,Expense,3094.0
2024-02-06,Netflix Subscription,Expense,1183.0
21-04-2024,Cashback,Income,75279.0
2024-01-09,Bonus,Income,23782.0
2024-06-20,Fuel Payment,Expense,3738.0
29-09-2024,Swiggy Order,Expense,
2024-02-17,Amazon Purchase,Expense,3249.0
2024-12-27,Movie Tickets,Expense,820.0
2024-02-02,Uber Ride,Expense,3662.0
2024-05-24,Fuel Payment,Expense,726.0
2024-01-11,Swiggy Order,Expense,1251.0
2024-06-06,Electricity Bill,Expense,1878.0
2024-05-30,Monthly Salary,Income,12727.0
2024-03-03,,Income,36119.0
2024-01-25,Interest Received,Income,27453.0
2024-07-01,Uber Ride,Expense,5088.0
2024-07-12,Uber Ride,Expense,4206.0
2024-10-10,Cashback,Income,75118.0
2024-02-02,Medical Store,Expense,3239.0
2024-09-29,Bonus,Income,21013.0
2024-05-22,Refund,Income,15468.0
2024-06-23,Monthly Salary,Income,51823.0
2024-04-24,Monthly Salary,Income,69800.0
2024-12-02,Swiggy Order,Expense,4941.0
2024-06-27,Bonus,Income,24017.0
2024-02-24,Grocery Store,Expense,4859.0
